Trinity,XM,E,length,chr,OG,TC,Chromosome/scaffold name,Gene start (bp),Transcript length (including UTRs and CDS),Gene % GC content,Transcript count,Gene description,iB,Gene_Location,phase,dali11,lethality,sex,chrom_num,chrom_name,Tcas_Robust_TMM,Tcas_ancestral_node,Tcas_Robust_ACE,Tcas_Robust_log2(Current:Ancestral),Tcas_Robust(Current:Ancestral),Tcas_abs(Current-Ancestral),Tcon-M-ACE-R-Robust-mean(current),Tcon-ancestral-node,Tcon_robust_ACE,Tcon_Robust(Current:Ancestral),Tcon_Robust_log2(Current:Ancestral),Tcon_abs(Current-Ancestral),Tfrem_Robust_TMM,Tfrem_ancestral_node,Tfrem_Robust_ACE,Tfrem_Robust(Current:Ancestral),Tfrem_Robust_log2(Current:Ancestral),Tfrem_abs(Current-Ancestral),Tbrev_Robust_TMM,Tbrev_ancestral_node,Tbrev_Robust_ACE,Tbrev_Robust(Current:Ancestral),Tbrev_Robust_log2(Current:Ancestral),Tbrev_abs(Current-Ancestral),Gcorn_Robust_TMM,Gcorn_ancestral_node,Gcorn_Robust_ACE,Gcorn_Robust(Current:Ancestral),Gcorn_Robust_log2(Current:Ancestral),Gcorn_abs(Current-Ancestral)
T_cast_DN613_c0_g1_i1.p1.p1,XM_008194713.2,0,1311,LG5,OG0012987,TC033029,LG5,3251167,3535,36.14,2,"Protein tramtrack, alpha isoform-like Protein [Source:UniProtKB/TrEMBL;Acc:A0A139WHS4]",iB_08211,LG5,II,20,low,Male,LG5,Autosome,3.18732697,D_Tfree-Tcast_anc,2.92388414,0.12446088,1.0901003,0.26344283,3.170159078,C_Tconf_anc,3.173425535,0.998970684,-0.001485754,0.003266457,2.594007539,D_Tfree-Tcast_anc,2.923884144,0.887178634,-0.172703474286378,0.329876605,2.865148892,B_Tbrev_anc,3.275565094,0.874703695,-0.19313370616031,0.410416202,4.790040962,A_MRCA,3.616904334,1.32434826,0.405282553407558,1.173136628
T_cast_DN6132_c0_g1_i10.p3.p1,XM_008195616.2,0,2199,LG5,OG0010295,TC013390,LG5,10193538,2630,43.07,1,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3-like Protein [Source:UniProtKB/TrEMBL;Acc:D6WLT6]",iB_10069,LG5,II,50,low,Male,LG5,Autosome,1.26082508,D_Tfree-Tcast_anc,1.55937925,-0.3066037,0.80854294,0.29855418,3.160426817,C_Tconf_anc,2.32328006,1.360329678,0.443956334,0.837146757,1.654565097,D_Tfree-Tcast_anc,1.559379253,1.061040856,0.0854802090245023,0.095185844,2.805562735,B_Tbrev_anc,2.364911982,1.186328606,0.2465036832347,0.440650753,1.875324987,A_MRCA,2.254566709,0.831789532,-0.265709566521089,0.379241722
T_cast_DN6136_c1_g1_i1.p1.p1,NM_001114321.1,0,885,LG9,OG0012647,TC011763,LG9,13815608,1465,34.58,1,Empty spiracles [Source:UniProtKB/TrEMBL;Acc:A9JPG6],iB_05098,LG9,I,40,low,Male,LG9,Autosome,0.21063145,D_Tfree-Tcast_anc,0.37047598,-0.8146591,0.5685428,0.15984453,0.629560507,C_Tconf_anc,0.465603096,1.352139863,0.43524439,0.163957411,0.504995431,D_Tfree-Tcast_anc,0.370475976,1.363098996,0.446890342539381,0.134519455,0.47401628,B_Tbrev_anc,0.451683847,1.049442622,0.0696232897727928,0.022332434,0.306468313,A_MRCA,0.41895453,0.731507338,-0.451055757382555,0.112486217
T_cast_DN6139_c0_g1_i4.p2.p1,XM_015983619.1,0,1353,LG2,OG0014117,TC004521,LG2,3299181,1542,41.8,1,DNA ligase 3-like Protein [Source:UniProtKB/TrEMBL;Acc:D6WBL1],iB_08971,LG2,II,0,low,Male,LG2,"LG2,Neo-X",0.17003629,D_Tfree-Tcast_anc,0.35111012,-1.0460809,0.48428193,0.18107383,0.278614998,C_Tconf_anc,0.324685906,0.858106228,-0.220771839,0.046070908,0.539218698,D_Tfree-Tcast_anc,0.351110119,1.535753797,0.618946950486115,0.188108579,0.39127084,B_Tbrev_anc,0.328721027,1.190282358,0.251303849568907,0.062549812,0.245144671,A_MRCA,0.30988422,0.791084718,-0.338095892609697,0.064739549
T_cast_DN6142_c0_g1_i1.p2.p1,XM_966498.3,0,1041,LG8,OG0012763,TC005853,LG8,6433973,1590,32.65,1,Alpha/beta hydrolase domain-containing protein 13-like Protein [Source:UniProtKB/TrEMBL;Acc:D6WVW8],iB_14090,LG8,III,70,low,Male,LG8,Autosome,1.07078966,D_Tfree-Tcast_anc,0.89644859,0.25638235,1.19447971,0.17434107,0.771331067,C_Tconf_anc,0.850511888,0.906902159,-0.140981181,0.079180821,0.734336955,D_Tfree-Tcast_anc,0.89644859,0.819162373,-0.28777864609338,0.162111636,0.975912405,B_Tbrev_anc,0.857235419,1.138441534,0.18706020156436,0.118676986,0.691660763,A_MRCA,0.819917474,0.843573634,-0.245414090064092,0.128256711
T_cast_DN6142_c0_g1_i13.p1.p1,XM_966612.3,0,1128,LG8,OG0010400,TC005852,LG8,6439502,3039,28.61,1,Dual oxidase maturation factor 1-like Protein [Source:UniProtKB/TrEMBL;Acc:D6WVX0],iB_00944,LG8,I,20,low,Male,LG8,Autosome,3.52644523,D_Tfree-Tcast_anc,2.73538646,0.36646996,1.28919452,0.79105878,0.834645086,C_Tconf_anc,1.613580348,0.517262798,-0.951030659,0.778935262,2.2429788,D_Tfree-Tcast_anc,2.735386455,0.819986074,-0.286328686185178,0.492407654,0.620909208,B_Tbrev_anc,1.40832901,0.440883631,-1.18153018042537,0.787419802,1.300262485,A_MRCA,1.3839725,0.939514683,-0.0900123863615884,0.083710016
T_cast_DN6142_c0_g1_i15.p1.p1,XM_015982501.1,0,2868,LG8,OG0010981,TC005857,LG8,6353448,4791,31.38,3,Argonaute 1 [Source:UniProtKB/TrEMBL;Acc:A0A139WDH0],iB_08884,LG8,II,30,low,Male,LG8,Autosome,4.83688128,D_Tfree-Tcast_anc,4.91425729,-0.0228963,0.98425479,0.07737602,4.295918347,C_Tconf_anc,4.630976429,0.927648502,-0.108349842,0.335058082,5.067049327,D_Tfree-Tcast_anc,4.914257293,1.031091582,0.0441724791189143,0.152792033,4.628958866,B_Tbrev_anc,4.623413328,1.001199447,0.00172939881667385,0.005545538,4.556506279,A_MRCA,4.608333523,0.988753582,-0.0163170784652083,0.051827244
T_cast_DN6151_c0_g1_i1.p1.p1,XM_970403.4,0,1395,LG4,OG0013020,TC008154,LG4,5843998,2791,36.13,1,"Beta-1,4-mannosyltransferase egh-like Protein [Source:UniProtKB/TrEMBL;Acc:D2A043]",iB_07183,LG4,II,90,high,Male,LG4,Autosome,2.42216731,D_Tfree-Tcast_anc,2.69860248,-0.155914,0.89756358,0.27643517,1.971392985,C_Tconf_anc,2.239558459,0.880259668,-0.183998928,0.268165474,3.09724594,D_Tfree-Tcast_anc,2.698602475,1.147722189,0.198773473710661,0.398643465,1.960792387,B_Tbrev_anc,2.13938809,0.916520194,-0.12576142659308,0.178595703,1.712133582,A_MRCA,2.043091588,0.838011175,-0.254958612551079,0.330958006
T_cast_DN6156_c0_g1_i3.p1.p1,XM_961915.4,0,1269,LG7,OG0012928,TC009223,LG7,2958481,1931,38.59,1,XK-related protein [Source:UniProtKB/TrEMBL;Acc:D6WSU8],iB_12452,LG7,III,50,low,Male,LG7,Autosome,1.06248789,D_Tfree-Tcast_anc,0.91438339,0.21657529,1.16197199,0.1481045,1.66885609,C_Tconf_anc,1.348323016,1.237727214,0.30769339,0.320533074,0.65075398,D_Tfree-Tcast_anc,0.914383392,0.711686133,-0.490686969555042,0.263629412,1.801355063,B_Tbrev_anc,1.421568349,1.267160362,0.341599111990417,0.379786714,1.28026189,A_MRCA,1.389720077,0.921237242,-0.118355360582054,0.109458187
T_cast_DN6160_c0_g1_i1.p1.p1,XM_015983579.1,0,714,LG9,OG0011191,TC011863,LG9,12432961,1168,42,1,Tetraspanin [Source:UniProtKB/TrEMBL;Acc:D6WZB8],iB_05118,LG9,I,10,low,Male,LG9,Autosome,1.27265227,D_Tfree-Tcast_anc,1.21867678,0.06252273,1.04429024,0.05397548,1.511033525,C_Tconf_anc,1.315119529,1.148970487,0.20034174,0.195913996,1.139025978,D_Tfree-Tcast_anc,1.218676784,0.934641566,-0.0975148960671203,0.079650806,1.296562873,B_Tbrev_anc,1.291508937,1.003913202,0.00563454027534152,0.005053936,1.104956431,A_MRCA,1.249462912,0.884345122,-0.17731859330606,0.144506481
T_cast_DN6166_c0_g1_i2.p1.p1,XM_008192284.2,0,1743,LG3,OG0010287,TC032284,LG3,113249,1837,35.87,1,,iB_13310,LG2,III,10,low,Male,LG3,Autosome,8.3519283,D_Tfree-Tcast_anc,12.5411941,-0.5864935,0.66595958,4.18926581,0.104084616,C_Tconf_anc,5.155890717,0.020187514,-5.630392925,5.051806101,18.69660108,D_Tfree-Tcast_anc,12.54119411,1.490815063,0.576101301086398,6.155406976,0.140336477,B_Tbrev_anc,3.780245624,0.03712364,-4.75151802665831,3.639909148,0.074384724,A_MRCA,2.945002376,0.02525795,-5.30711861085671,2.870617652
T_cast_DN6167_c0_g1_i3.p1.p1,XM_965455.4,0,5748,LGX,OG0010080,TC001765,LGX,7799594,7363,36.27,1,Plexin A [Source:UniProtKB/TrEMBL;Acc:D6W8D3],iB_00300,LGX,I,40,low,Male,LGX,X,0.87163074,D_Tfree-Tcast_anc,0.91170762,-0.0648542,0.95604196,0.04007688,1.373759235,C_Tconf_anc,1.176247543,1.167916774,0.223937471,0.197511692,0.881357755,D_Tfree-Tcast_anc,0.911707618,0.966710969,-0.0488434834073715,0.030349863,1.461371115,B_Tbrev_anc,1.220225486,1.197623826,0.260174827816002,0.241145629,1.111504942,A_MRCA,1.195721571,0.929568362,-0.105367127670406,0.084216629
T_cast_DN6190_c0_g1_i6.p1.p1,XM_008196648.2,0,1317,LG6,OG0014331,TC015679,LG6,5071654,1417,34.34,1,,iB_14724,LG6,III,40,low,Male,LG6,Autosome,0.1392099,D_Tfree-Tcast_anc,0.21493385,-0.6266309,0.64768718,0.07572395,1.164759069,C_Tconf_anc,0.528805853,2.202621365,1.139221514,0.635953216,0.207097705,D_Tfree-Tcast_anc,0.214933851,0.963541594,-0.0535811487303147,0.007836146,0.244134827,B_Tbrev_anc,0.452492365,0.539533583,-0.890215331870206,0.208357538,0.258626706,A_MRCA,0.408798069,0.632651486,-0.660517125840227,0.150171363
T_cast_DN6197_c0_g1_i3.p1.p1,XM_970165.4,0,1002,LG7,OG0014935,TC009970,LG7,11149803,2559,35.17,1,"KH domain-containing, RNA-binding, signal transduction-associated protein 3-like Protein [Source:UniProtKB/TrEMBL;Acc:D6WQR0]",iB_04735,LG7,I,20,low,Male,LG7,Autosome,1.33489829,D_Tfree-Tcast_anc,1.16651841,0.19452074,1.14434395,0.16837988,1.450575517,C_Tconf_anc,1.247557162,1.162732708,0.217519484,0.203018355,0.976564118,D_Tfree-Tcast_anc,1.166518412,0.837161341,-0.256422403803889,0.189954294,0.961043249,B_Tbrev_anc,1.215433088,0.790700252,-0.338797210250878,0.254389839,1.437307916,A_MRCA,1.265440214,1.135816533,0.183729816797741,0.171867702
T_cast_DN621_c0_g1_i12.p2.p1,XM_008192216.2,0,1269,LG2,OG0012719,TC000219,LG2,14538666,2472,37.26,1,Cytochrome c oxidase assembly protein COX15 homolog-like Protein [Source:UniProtKB/TrEMBL;Acc:D6WC54],iB_00044,LG2,I,90,high,Male,LG2,"LG2,Neo-X",1.05344589,D_Tfree-Tcast_anc,1.03001477,0.03245119,1.02274834,0.02343113,1.269835087,C_Tconf_anc,1.178536237,1.077468005,0.107645029,0.09129885,0.967043741,D_Tfree-Tcast_anc,1.030014768,0.938863957,-0.0910119707661851,0.062971027,1.248232556,B_Tbrev_anc,1.20949486,1.032027996,0.0454821071911668,0.038737696,1.371509416,A_MRCA,1.246010414,1.100720668,0.138448400321837,0.125499002
T_cast_DN6218_c0_g1_i2.p1.p1,XM_008198861.2,0,1680,LG3,OG0009889,TC004408,LG3,19780189,2974,33.64,1,,iB_06720,LG3,I,50,low,Male,LG3,Autosome,0.20059804,D_Tfree-Tcast_anc,0.24130442,-0.2665468,0.83130695,0.04070638,0.367871181,C_Tconf_anc,0.272757936,1.348709356,0.431579484,0.095113245,0.273637133,D_Tfree-Tcast_anc,0.24130442,1.133991383,0.181409677277776,0.032332713,0.201521968,B_Tbrev_anc,0.255069472,0.790066982,-0.339953124687687,0.053547504,0.219698168,A_MRCA,0.247097332,0.889115905,-0.169556593299666,0.027399164
T_cast_DN622_c1_g1_i11.p1.p1,XM_964610.3,0,621,LG5,OG0011618,TC014104,LG5,5703965,1064,37.72,1,Cuticlin-1-like Protein [Source:UniProtKB/TrEMBL;Acc:D6WK91],iB_09072,LG5,III,20,low,Male,LG5,Autosome,0.11656683,D_Tfree-Tcast_anc,0.20401935,-0.8075487,0.57135181,0.08745253,0.096465286,C_Tconf_anc,0.179836124,0.536406613,-0.898601072,0.083370838,0.297910024,D_Tfree-Tcast_anc,0.204019354,1.460204724,0.546170652502181,0.09389067,0.32010506,B_Tbrev_anc,0.196713019,1.627269321,0.702453043877137,0.123392042,0.098820396,A_MRCA,0.174649548,0.565821078,-0.82158217261929,0.075829152
T_cast_DN622_c2_g1_i2.p2.p1,XM_008197897.2,0,1404,LG8,OG0014885,TC006038,LG8,2569443,1819,42.92,1,RNA helicase [Source:UniProtKB/TrEMBL;Acc:D6WYU0],iB_10431,LG8,II,30,low,Male,LG8,Autosome,0.71612017,D_Tfree-Tcast_anc,0.68268945,0.06897223,1.04896913,0.03343071,0.384308045,C_Tconf_anc,0.658408568,0.583692352,-0.776719931,0.274100523,0.655722885,D_Tfree-Tcast_anc,0.682689454,0.960499509,-0.058143218627325,0.026966569,1.166525999,B_Tbrev_anc,0.736268787,1.584375189,0.663914014594231,0.430257212,0.537733999,A_MRCA,0.691522142,0.777609228,-0.362882755383529,0.153788143
T_cast_DN6223_c0_g1_i1.p2.p1,XM_008202163.2,0,918,LG5,OG0012530,TC005067,LG5,7134612,2379,36.3,1,,iB_09567,LG5,II,50,low,Male,LG5,Autosome,0.77424188,D_Tfree-Tcast_anc,0.73570902,0.07364905,1.05237512,0.03853285,0.576042751,C_Tconf_anc,0.692939067,0.831303614,-0.266552611,0.116896316,0.70856254,D_Tfree-Tcast_anc,0.735709024,0.963101602,-0.0542400917491532,0.027146484,0.785810137,B_Tbrev_anc,0.713012374,1.102098878,0.140253665771188,0.072797764,0.731247929,A_MRCA,0.717122383,1.019697538,0.0281412839763699,0.014125545
T_cast_DN6229_c0_g1_i1.p1.p1,XM_967219.3,0,3966,LG2,OG0014526,TC004901,LG2,4127819,4295,40.86,1,Toll-7-like protein [Source:UniProtKB/TrEMBL;Acc:D6WCH9],iB_00782,LG2,I,30,low,Male,LG2,"LG2,Neo-X",0.27072923,D_Tfree-Tcast_anc,0.2317422,0.22432984,1.16823445,0.03898702,0.227794049,C_Tconf_anc,0.236767157,0.962101551,-0.055738914,0.008973108,0.19141742,D_Tfree-Tcast_anc,0.231742203,0.825992925,-0.275798670919232,0.040324783,0.233308094,B_Tbrev_anc,0.241673767,0.965384441,-0.0508245191286044,0.008365672,0.293761312,A_MRCA,0.253413487,1.159217353,0.213151096940135,0.040347825
T_cast_DN623_c0_g1_i12.p1.p1,XM_964424.3,0,1353,LG3,OG0015189,TC011537,LG3,3661491,1569,31.89,1,PRKCA-binding protein-like Protein [Source:UniProtKB/TrEMBL;Acc:D6W6B9],iB_07341,LG3,II,50,low,Male,LG3,Autosome,0.6408405,D_Tfree-Tcast_anc,1.1419221,-0.833427,0.56119459,0.5010816,0.551890066,C_Tconf_anc,0.835662009,0.660422587,-0.598538633,0.283771943,1.724537335,D_Tfree-Tcast_anc,1.141922104,1.510205756,0.594745121445901,0.582615231,0.798567902,B_Tbrev_anc,0.802380827,0.995247985,-0.00687204906758531,0.003812925,0.55933193,A_MRCA,0.747601396,0.748168653,-0.418564573885336,0.188269467
T_cast_DN6231_c0_g1_i1.p1.p1,XM_966275.4,0,2811,LGX,OG0010628,TC010798,LGX,5689166,3826,37.75,1,AP-2 complex subunit alpha-like Protein [Source:UniProtKB/TrEMBL;Acc:D6W7L4],iB_01735,LGX,I,70,low,Male,LGX,X,2.14327701,D_Tfree-Tcast_anc,2.09869521,0.03032566,1.02124262,0.04458179,2.616966206,C_Tconf_anc,2.255629894,1.160193085,0.214364925,0.361336312,2.012333725,D_Tfree-Tcast_anc,2.098695214,0.958849914,-0.0606230835183564,0.086361489,1.9026969,B_Tbrev_anc,2.203599923,0.863449341,-0.211816559041821,0.300903023,2.36063965,A_MRCA,2.238994228,1.054330387,0.0763270229795315,0.121645422
T_cast_DN6233_c0_g1_i2.p1.p1,XM_965612.4,0,1233,LGX,OG0014553,TC004603,LGX,6728237,1630,31.99,1,Solute carrier family 25 member 46-like Protein [Source:UniProtKB/TrEMBL;Acc:D6W807],iB_00732,LGX,II,30,low,Male,LGX,X,1.44337248,D_Tfree-Tcast_anc,1.50631826,-0.061583,0.95821216,0.06294579,1.086032686,C_Tconf_anc,1.506234147,0.721025139,-0.471878533,0.420201461,1.569286443,D_Tfree-Tcast_anc,1.506318263,1.041802706,0.0590820896181996,0.06296818,1.979470522,B_Tbrev_anc,1.640641159,1.20652253,0.27085485544532,0.338829362,2.033322063,A_MRCA,1.72914531,1.17591162,0.233779632745775,0.304176752
T_cast_DN626_c0_g1_i1.p1.p1,XM_008193488.2,0,2181,LG4,OG0010546,TC007674,LG4,1051089,3132,44.11,1,Neurotactin-like Protein [Source:UniProtKB/TrEMBL;Acc:D2A2B8],iB_07127,LG4,III,50,low,Male,LG4,Autosome,0.63659647,D_Tfree-Tcast_anc,0.64534817,-0.0196986,0.98643879,0.0087517,0.837705618,C_Tconf_anc,0.628487913,1.332890579,0.414558351,0.209217705,0.658588464,D_Tfree-Tcast_anc,0.645348167,1.020516517,0.0292995324634996,0.013240297,0.124616885,B_Tbrev_anc,0.554719443,0.22464849,-2.15425872787806,0.430102558,0.783707772,A_MRCA,0.606329841,1.292543627,0.37021297650339,0.177377931
T_cast_DN6261_c0_g1_i1.p1.p1,XM_970585.3,0,588,LG7,OG0012995,TC033827,LG7,9617307,2711,36.02,1,ADP-ribosylation factor 1-like Protein [Source:UniProtKB/TrEMBL;Acc:A0A139WED1],iB_02871,LG7,I,20,low,Male,LG7,Autosome,0.19555853,D_Tfree-Tcast_anc,0.17967607,0.1222022,1.08839497,0.01588246,0.139109165,C_Tconf_anc,0.16592876,0.838366805,-0.2543465,0.026819595,0.167453465,D_Tfree-Tcast_anc,0.17967607,0.931974221,-0.101638045711438,0.012222605,0.161144141,B_Tbrev_anc,0.168940214,0.953853064,-0.0681610514531444,0.007796073,0.205755234,A_MRCA,0.177237746,1.160899635,0.215243249753795,0.028517489
T_cast_DN6262_c0_g1_i6.p1.p1,XM_964348.3,0,3492,LG2,OG0012616,TC005228,LG2,1857610,3987,30.18,1,RNA polymerase-associated protein CTR9 homolog-like Protein [Source:UniProtKB/TrEMBL;Acc:D6WC33],iB_02678,LG2,I,100,high,Male,LG2,"LG2,Neo-X",0.78365722,D_Tfree-Tcast_anc,0.71357133,0.13516509,1.09821847,0.07008589,0.673826872,C_Tconf_anc,0.75744793,0.889601576,-0.168768751,0.083621058,0.631804459,D_Tfree-Tcast_anc,0.713571328,0.885411779,-0.17557952809616,0.081766869,0.708573912,B_Tbrev_anc,0.801977352,0.88353357,-0.178643144316495,0.093403439,1.306521716,A_MRCA,0.915693783,1.426810732,0.512793972658185,0.390827934
T_cast_DN6262_c0_g1_i6.p1.p1,XM_964348.3,3.00E-87,168,LG2,OG0012616,TC005228,LG2,1857610,3987,30.18,1,RNA polymerase-associated protein CTR9 homolog-like Protein [Source:UniProtKB/TrEMBL;Acc:D6WC33],iB_02678,LG2,I,100,high,Male,LG2,"LG2,Neo-X",0.78365722,D_Tfree-Tcast_anc,0.71357133,0.13516509,1.09821847,0.07008589,0.673826872,C_Tconf_anc,0.75744793,0.889601576,-0.168768751,0.083621058,0.631804459,D_Tfree-Tcast_anc,0.713571328,0.885411779,-0.17557952809616,0.081766869,0.708573912,B_Tbrev_anc,0.801977352,0.88353357,-0.178643144316495,0.093403439,1.306521716,A_MRCA,0.915693783,1.426810732,0.512793972658185,0.390827934
T_cast_DN628_c0_g1_i1.p1.p1,XM_964272.3,0,1806,LG3,OG0013703,TC000109,LG3,11050600,1906,44.33,1,Putative ATP-dependent RNA helicase Dbp73D-like Protein [Source:UniProtKB/TrEMBL;Acc:D6WD90],iB_00023,LG3,I,30,low,Male,LG3,Autosome,0.32042192,D_Tfree-Tcast_anc,0.40178567,-0.3264532,0.79749466,0.08136374,0.368893836,C_Tconf_anc,0.373204884,0.988448577,-0.016762182,0.004311048,0.490758286,D_Tfree-Tcast_anc,0.401785666,1.22144299,0.288586527826674,0.088972619,0.307782954,B_Tbrev_anc,0.363005502,0.847874076,-0.238078079385753,0.055222547,0.386938146,A_MRCA,0.368399546,1.050321993,0.070831676898623,0.018538599
T_cast_DN6281_c0_g1_i2.p1.p1,XM_015985432.1,0,657,LG2,OG0011557,TC000877,LG2,7679811,1572,42.77,1,,iB_03097,LG2,I,20,low,Male,LG2,"LG2,Neo-X",0.16392099,D_Tfree-Tcast_anc,0.13497937,0.28026162,1.21441509,0.02894161,0.187869417,C_Tconf_anc,0.167741723,1.119992172,0.163488649,0.020127694,0.097315652,D_Tfree-Tcast_anc,0.134979373,0.720966839,-0.471995191550173,0.037663721,0.153469047,B_Tbrev_anc,0.174574699,0.879102458,-0.185896776362478,0.021105652,0.264328142,A_MRCA,0.194803725,1.3568947,0.44030876711887,0.069524417
T_cast_DN6286_c0_g1_i2.p1.p1,XM_967290.3,0,1878,LG7,OG0014580,TC009453,LG7,955514,2057,36.49,1,Angiotensin-converting enzyme-like Protein [Source:UniProtKB/TrEMBL;Acc:D6WRC2],iB_08603,LG7,III,60,low,Male,LG7,Autosome,0.14546874,D_Tfree-Tcast_anc,0.20123746,-0.4681897,0.72287109,0.05576872,0.166824095,C_Tconf_anc,0.212333109,0.785671605,-0.348001674,0.045509014,0.254052248,D_Tfree-Tcast_anc,0.201237455,1.262450117,0.336226384265995,0.052814794,0.204018807,B_Tbrev_anc,0.231388546,0.88171524,-0.181615299232934,0.027369739,0.424356042,A_MRCA,0.27488041,1.543784231,0.62647112670403,0.149475632
T_cast_DN6299_c0_g1_i1.p1.p1,XM_964195.3,0,1647,LG3,OG0010171,TC010506,LG3,15145279,1938,32.76,1,Organic cation transporter protein-like Protein [Source:UniProtKB/TrEMBL;Acc:D6WE15],iB_12549,LG3,III,60,low,Male,LG3,Autosome,0.24897324,D_Tfree-Tcast_anc,0.19284921,0.36851744,1.29102545,0.05612403,0.152561837,C_Tconf_anc,0.182822614,0.83448012,-0.261050415,0.030260777,0.139394498,D_Tfree-Tcast_anc,0.192849211,0.722816018,-0.468299618059949,0.053454712,0.194001731,B_Tbrev_anc,0.188442393,1.029501526,0.0419459687112952,0.005559338,0.220533262,A_MRCA,0.195675175,1.127037512,0.172535534795012,0.024858087
T_cast_DN6305_c0_g1_i1.p1.p1,XM_008197782.2,0,2073,LG7,OG0012502,TC033818,LG7,9842563,2300,44.38,1,Cactin-like Protein [Source:UniProtKB/TrEMBL;Acc:A0A139WEK9],iB_02869,LG7,I,100,high,Male,LG7,Autosome,0.70573407,D_Tfree-Tcast_anc,0.69741877,0.01709947,1.01192297,0.0083153,0.996202654,C_Tconf_anc,0.755737678,1.318185771,0.398553703,0.240464976,0.673577602,D_Tfree-Tcast_anc,0.697418767,0.965815138,-0.050181019295296,0.023841165,0.455814194,B_Tbrev_anc,0.702428484,0.648911888,-0.623905498184645,0.24661429,0.751014389,A_MRCA,0.713378989,1.05275653,0.0741718242752325,0.0376354
T_cast_DN6319_c0_g1_i1.p2.p1,XM_008197236.2,0,1008,LG7,OG0011256,TC009671,LG7,3815097,1419,42.99,1,Alcohol dehydrogenase [NADP(+)]-like Protein [Source:UniProtKB/TrEMBL;Acc:D6WTS5],iB_04677,LG7,I,10,low,Male,LG7,Autosome,0.69357007,D_Tfree-Tcast_anc,0.71989421,-0.0537433,0.96343331,0.02632415,0.945827926,C_Tconf_anc,0.987992762,0.957322728,-0.062922734,0.042164836,0.674844234,D_Tfree-Tcast_anc,0.719894214,0.937421389,-0.0932303825008338,0.04504998,1.530535485,B_Tbrev_anc,1.110095533,1.378742135,0.463352656086169,0.420439952,1.261762685,A_MRCA,1.144278944,1.102670544,0.141001806747087,0.117483742
T_cast_DN6320_c0_g1_i1.p1.p1,XM_008197950.2,0,435,LG8,OG0013065,TC033967,LG8,3750406,509,34.7,1,,iB_15244,LG8,III,50,low,Male,LG8,Autosome,0.32548016,D_Tfree-Tcast_anc,12.3839968,-5.2497636,0.02628232,12.0585166,0.105594284,C_Tconf_anc,5.091825918,0.020738,-5.591579447,4.986231634,26.38386052,D_Tfree-Tcast_anc,12.38399679,2.130480246,1.09117867462849,13.99986373,0.134441145,B_Tbrev_anc,3.732930591,0.036014906,-4.79526204241977,3.598489446,0.077471384,A_MRCA,2.909047098,0.026631189,-5.23073933155519,2.831575714
T_cast_DN6329_c0_g1_i2.p1.p1,XM_015984098.1,0,1335,LG2,OG0011672,TC000574,LG2,9541959,1908,36.75,1,Dopamine receptor 2-like Protein [Source:UniProtKB/TrEMBL;Acc:D6W9I7],iB_07864,LG2,II,30,low,Male,LG2,"LG2,Neo-X",0.10039207,D_Tfree-Tcast_anc,0.11814033,-0.2348563,0.84976966,0.01774826,0.080938369,C_Tconf_anc,0.114427988,0.707330176,-0.499544284,0.033489619,0.136876907,D_Tfree-Tcast_anc,0.118140332,1.158595923,0.21237749372497,0.018736575,0.145079457,B_Tbrev_anc,0.123638854,1.173413147,0.230711060815892,0.021440603,0.153788682,A_MRCA,0.130434155,1.179052233,0.237627632077743,0.023354527
T_cast_DN633_c0_g3_i1.p1.p1,XM_962441.4,0,1401,LG9,OG0012128,TC034344,LG9,8585566,1975,31.61,1,TNF receptor-associated factor 4-like Protein [Source:UniProtKB/TrEMBL;Acc:A0A139WBB3],iB_05148,LG9,I,10,low,Male,LG9,Autosome,0.48199848,D_Tfree-Tcast_anc,0.53411408,-0.1481193,0.90242609,0.0521156,1.750645512,C_Tconf_anc,1.341978182,1.304526061,0.383525765,0.40866733,0.37115728,D_Tfree-Tcast_anc,0.534114076,0.694902637,-0.52511723895756,0.162956796,1.870972698,B_Tbrev_anc,1.538510142,1.216093834,0.282254552105123,0.332462556,2.409434045,A_MRCA,1.734802806,1.388880648,0.473922627810117,0.674631239
T_cast_DN6330_c0_g1_i4.p1.p1,XM_963311.3,0,1026,LG10,OG0010209,TC002087,LG10,5983050,1294,33.21,1,,iB_12087,LG10,III,0,low,Male,LG10,Autosome,0.46689418,D_Tfree-Tcast_anc,0.52569472,-0.1711296,0.888147,0.05880053,0.566870545,C_Tconf_anc,0.518425225,1.093447074,0.128883392,0.04844532,0.586430558,D_Tfree-Tcast_anc,0.525694716,1.115534436,0.157735049165968,0.060735842,0.403083832,B_Tbrev_anc,0.499980393,0.806199277,-0.310791605198619,0.096896562,0.537854443,A_MRCA,0.508516614,1.057692962,0.0809208882308627,0.02933783
